"Year","Subregion","subregion.code","Species","date","present"
2009,"Bay of Biscay & Iberian Coast","ABI","Anadara transversa (Say, 1822)",2009-01-01,8
2010,"Bay of Biscay & Iberian Coast","ABI","Anadara transversa (Say, 1822)",2010-01-01,9
2011,"Bay of Biscay & Iberian Coast","ABI","Anadara transversa (Say, 1822)",2011-01-01,10
2012,"Bay of Biscay & Iberian Coast","ABI","Anadara transversa (Say, 1822)",2012-01-01,11
2013,"Bay of Biscay & Iberian Coast","ABI","Anadara transversa (Say, 1822)",2013-01-01,12
2014,"Bay of Biscay & Iberian Coast","ABI","Anadara transversa (Say, 1822)",2014-01-01,13
2015,"Bay of Biscay & Iberian Coast","ABI","Anadara transversa (Say, 1822)",2015-01-01,14
2016,"Bay of Biscay & Iberian Coast","ABI","Anadara transversa (Say, 1822)",2016-01-01,15
1975,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",1975-01-01,NA
1976,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",1976-01-01,NA
1977,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",1977-01-01,NA
1978,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",1978-01-01,NA
1979,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",1979-01-01,NA
1980,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",1980-01-01,NA
1981,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",1981-01-01,NA
1982,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",1982-01-01,NA
1983,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",1983-01-01,NA
1984,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",1984-01-01,NA
1985,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",1985-01-01,NA
1986,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",1986-01-01,NA
1987,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",1987-01-01,NA
1988,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",1988-01-01,NA
1989,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",1989-01-01,NA
1990,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",1990-01-01,NA
1991,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",1991-01-01,NA
1992,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",1992-01-01,NA
1993,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",1993-01-01,NA
1994,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",1994-01-01,NA
1995,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",1995-01-01,NA
1996,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",1996-01-01,NA
1997,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",1997-01-01,NA
1998,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",1998-01-01,NA
1999,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",1999-01-01,NA
2000,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",2000-01-01,NA
2001,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",2001-01-01,NA
2002,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",2002-01-01,NA
2003,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",2003-01-01,NA
2004,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",2004-01-01,NA
2005,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",2005-01-01,NA
2006,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",2006-01-01,NA
2007,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",2007-01-01,NA
2008,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",2008-01-01,NA
2009,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",2009-01-01,NA
2010,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",2010-01-01,NA
2011,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",2011-01-01,NA
2012,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",2012-01-01,NA
2013,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",2013-01-01,NA
2014,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",2014-01-01,NA
2015,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",2015-01-01,NA
2016,"Celtic Seas","ACS","Anadara transversa (Say, 1822)",2016-01-01,1
1975,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",1975-01-01,1
1976,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",1976-01-01,2
1977,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",1977-01-01,3
1978,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",1978-01-01,4
1979,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",1979-01-01,5
1980,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",1980-01-01,6
1981,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",1981-01-01,7
1982,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",1982-01-01,8
1983,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",1983-01-01,9
1984,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",1984-01-01,10
1985,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",1985-01-01,11
1986,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",1986-01-01,12
1987,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",1987-01-01,13
1988,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",1988-01-01,14
1989,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",1989-01-01,15
1990,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",1990-01-01,16
1991,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",1991-01-01,17
1992,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",1992-01-01,18
1993,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",1993-01-01,19
1994,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",1994-01-01,20
1995,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",1995-01-01,21
1996,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",1996-01-01,22
1997,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",1997-01-01,23
1998,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",1998-01-01,24
1999,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",1999-01-01,25
2000,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",2000-01-01,26
2001,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",2001-01-01,27
2002,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",2002-01-01,28
2003,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",2003-01-01,29
2004,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",2004-01-01,30
2005,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",2005-01-01,31
2006,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",2006-01-01,32
2007,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",2007-01-01,33
2008,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",2008-01-01,34
2009,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",2009-01-01,35
2010,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",2010-01-01,36
2011,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",2011-01-01,37
2012,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",2012-01-01,38
2013,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",2013-01-01,39
2014,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",2014-01-01,40
2015,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",2015-01-01,41
2016,"Adriatic Sea","MAD","Anadara transversa (Say, 1822)",2016-01-01,42
1975,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",1975-01-01,NA
1976,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",1976-01-01,NA
1977,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",1977-01-01,NA
1978,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",1978-01-01,NA
1979,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",1979-01-01,NA
1980,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",1980-01-01,NA
1981,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",1981-01-01,NA
1982,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",1982-01-01,NA
1983,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",1983-01-01,NA
1984,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",1984-01-01,NA
1985,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",1985-01-01,NA
1986,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",1986-01-01,NA
1987,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",1987-01-01,NA
1988,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",1988-01-01,NA
1989,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",1989-01-01,NA
1990,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",1990-01-01,NA
1991,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",1991-01-01,NA
1992,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",1992-01-01,NA
1993,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",1993-01-01,1
1994,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",1994-01-01,2
1995,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",1995-01-01,3
1996,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",1996-01-01,4
1997,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",1997-01-01,5
1998,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",1998-01-01,6
1999,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",1999-01-01,7
2000,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",2000-01-01,8
2001,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",2001-01-01,9
2002,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",2002-01-01,10
2003,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",2003-01-01,11
2004,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",2004-01-01,12
2005,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",2005-01-01,13
2006,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",2006-01-01,14
2007,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",2007-01-01,15
2008,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",2008-01-01,16
2009,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",2009-01-01,17
2010,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",2010-01-01,18
2011,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",2011-01-01,19
2012,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",2012-01-01,20
2013,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",2013-01-01,21
2014,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",2014-01-01,22
2015,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",2015-01-01,23
2016,"Eastern Mediterranean Sea","MAL","Anadara transversa (Say, 1822)",2016-01-01,24
1975,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",1975-01-01,NA
1976,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",1976-01-01,NA
1977,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",1977-01-01,NA
1978,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",1978-01-01,NA
1979,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",1979-01-01,NA
1980,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",1980-01-01,NA
1981,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",1981-01-01,NA
1982,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",1982-01-01,NA
1983,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",1983-01-01,NA
1984,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",1984-01-01,NA
1985,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",1985-01-01,NA
1986,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",1986-01-01,NA
1987,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",1987-01-01,NA
1988,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",1988-01-01,NA
1989,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",1989-01-01,NA
1990,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",1990-01-01,NA
1991,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",1991-01-01,NA
1992,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",1992-01-01,NA
1993,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",1993-01-01,NA
1994,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",1994-01-01,NA
1995,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",1995-01-01,NA
1996,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",1996-01-01,NA
1997,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",1997-01-01,NA
1998,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",1998-01-01,NA
1999,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",1999-01-01,NA
2000,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",2000-01-01,NA
2001,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",2001-01-01,NA
2002,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",2002-01-01,1
2003,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",2003-01-01,2
2004,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",2004-01-01,3
2005,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",2005-01-01,4
2006,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",2006-01-01,5
2007,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",2007-01-01,6
2008,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",2008-01-01,7
2009,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",2009-01-01,8
2010,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",2010-01-01,9
2011,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",2011-01-01,10
2012,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",2012-01-01,11
2013,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",2013-01-01,12
2014,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",2014-01-01,13
2015,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",2015-01-01,14
2016,"Central Mediterranean Sea","MIC","Anadara transversa (Say, 1822)",2016-01-01,15
1975,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",1975-01-01,NA
1976,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",1976-01-01,NA
1977,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",1977-01-01,NA
1978,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",1978-01-01,NA
1979,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",1979-01-01,NA
1980,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",1980-01-01,NA
1981,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",1981-01-01,NA
1982,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",1982-01-01,NA
1983,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",1983-01-01,NA
1984,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",1984-01-01,NA
1985,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",1985-01-01,NA
1986,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",1986-01-01,NA
1987,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",1987-01-01,NA
1988,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",1988-01-01,NA
1989,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",1989-01-01,NA
1990,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",1990-01-01,NA
1991,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",1991-01-01,NA
1992,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",1992-01-01,NA
1993,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",1993-01-01,NA
1994,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",1994-01-01,NA
1995,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",1995-01-01,NA
1996,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",1996-01-01,NA
1997,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",1997-01-01,NA
1998,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",1998-01-01,NA
1999,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",1999-01-01,NA
2000,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",2000-01-01,NA
2001,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",2001-01-01,NA
2002,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",2002-01-01,NA
2003,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",2003-01-01,NA
2004,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",2004-01-01,NA
2005,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",2005-01-01,1
2006,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",2006-01-01,2
2007,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",2007-01-01,3
2008,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",2008-01-01,4
2009,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",2009-01-01,5
2010,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",2010-01-01,6
2011,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",2011-01-01,7
2012,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",2012-01-01,8
2013,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",2013-01-01,9
2014,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",2014-01-01,10
2015,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",2015-01-01,11
2016,"Western Mediterranean Sea","MWE","Anadara transversa (Say, 1822)",2016-01-01,12
1987,"Bay of Biscay & Iberian Coast","ABI","Antithamnion hubbsii E.Y.Dawson, 1962",1987-01-01,NA
1988,"Bay of Biscay & Iberian Coast","ABI","Antithamnion hubbsii E.Y.Dawson, 1962",1988-01-01,NA
1989,"Bay of Biscay & Iberian Coast","ABI","Antithamnion hubbsii E.Y.Dawson, 1962",1989-01-01,NA
1990,"Bay of Biscay & Iberian Coast","ABI","Antithamnion hubbsii E.Y.Dawson, 1962",1990-01-01,NA
1991,"Bay of Biscay & Iberian Coast","ABI","Antithamnion hubbsii E.Y.Dawson, 1962",1991-01-01,NA
1992,"Bay of Biscay & Iberian Coast","ABI","Antithamnion hubbsii E.Y.Dawson, 1962",1992-01-01,NA
1993,"Bay of Biscay & Iberian Coast","ABI","Antithamnion hubbsii E.Y.Dawson, 1962",1993-01-01,NA
1994,"Bay of Biscay & Iberian Coast","ABI","Antithamnion hubbsii E.Y.Dawson, 1962",1994-01-01,NA
1995,"Bay of Biscay & Iberian Coast","ABI","Antithamnion hubbsii E.Y.Dawson, 1962",1995-01-01,NA
1996,"Bay of Biscay & Iberian Coast","ABI","Antithamnion hubbsii E.Y.Dawson, 1962",1996-01-01,NA
1997,"Bay of Biscay & Iberian Coast","ABI","Antithamnion hubbsii E.Y.Dawson, 1962",1997-01-01,NA
1998,"Bay of Biscay & Iberian Coast","ABI","Antithamnion hubbsii E.Y.Dawson, 1962",1998-01-01,NA
1999,"Bay of Biscay & Iberian Coast","ABI","Antithamnion hubbsii E.Y.Dawson, 1962",1999-01-01,NA
2000,"Bay of Biscay & Iberian Coast","ABI","Antithamnion hubbsii E.Y.Dawson, 1962",2000-01-01,NA
2001,"Bay of Biscay & Iberian Coast","ABI","Antithamnion hubbsii E.Y.Dawson, 1962",2001-01-01,NA
2002,"Bay of Biscay & Iberian Coast","ABI","Antithamnion hubbsii E.Y.Dawson, 1962",2002-01-01,NA
2003,"Bay of Biscay & Iberian Coast","ABI","Antithamnion hubbsii E.Y.Dawson, 1962",2003-01-01,NA
2004,"Bay of Biscay & Iberian Coast","ABI","Antithamnion hubbsii E.Y.Dawson, 1962",2004-01-01,NA
2005,"Bay of Biscay & Iberian Coast","ABI","Antithamnion hubbsii E.Y.Dawson, 1962",2005-01-01,NA
2006,"Bay of Biscay & Iberian Coast","ABI","Antithamnion hubbsii E.Y.Dawson, 1962",2006-01-01,NA
2007,"Bay of Biscay & Iberian Coast","ABI","Antithamnion hubbsii E.Y.Dawson, 1962",2007-01-01,1
2008,"Bay of Biscay & Iberian Coast","ABI","Antithamnion hubbsii E.Y.Dawson, 1962",2008-01-01,2
2009,"Bay of Biscay & Iberian Coast","ABI","Antithamnion hubbsii E.Y.Dawson, 1962",2009-01-01,3
2010,"Bay of Biscay & Iberian Coast","ABI","Antithamnion hubbsii E.Y.Dawson, 1962",2010-01-01,4
2011,"Bay of Biscay & Iberian Coast","ABI","Antithamnion hubbsii E.Y.Dawson, 1962",2011-01-01,5
2012,"Bay of Biscay & Iberian Coast","ABI","Antithamnion hubbsii E.Y.Dawson, 1962",2012-01-01,6
2013,"Bay of Biscay & Iberian Coast","ABI","Antithamnion hubbsii E.Y.Dawson, 1962",2013-01-01,7
1987,"Macaronesia","AMA","Antithamnion hubbsii E.Y.Dawson, 1962",1987-01-01,NA
1988,"Macaronesia","AMA","Antithamnion hubbsii E.Y.Dawson, 1962",1988-01-01,NA
1989,"Macaronesia","AMA","Antithamnion hubbsii E.Y.Dawson, 1962",1989-01-01,1
1990,"Macaronesia","AMA","Antithamnion hubbsii E.Y.Dawson, 1962",1990-01-01,2
1991,"Macaronesia","AMA","Antithamnion hubbsii E.Y.Dawson, 1962",1991-01-01,3
1992,"Macaronesia","AMA","Antithamnion hubbsii E.Y.Dawson, 1962",1992-01-01,4
1993,"Macaronesia","AMA","Antithamnion hubbsii E.Y.Dawson, 1962",1993-01-01,5
1994,"Macaronesia","AMA","Antithamnion hubbsii E.Y.Dawson, 1962",1994-01-01,6
1995,"Macaronesia","AMA","Antithamnion hubbsii E.Y.Dawson, 1962",1995-01-01,7
1996,"Macaronesia","AMA","Antithamnion hubbsii E.Y.Dawson, 1962",1996-01-01,8
1997,"Macaronesia","AMA","Antithamnion hubbsii E.Y.Dawson, 1962",1997-01-01,9
1998,"Macaronesia","AMA","Antithamnion hubbsii E.Y.Dawson, 1962",1998-01-01,10
1999,"Macaronesia","AMA","Antithamnion hubbsii E.Y.Dawson, 1962",1999-01-01,11
2000,"Macaronesia","AMA","Antithamnion hubbsii E.Y.Dawson, 1962",2000-01-01,12
2001,"Macaronesia","AMA","Antithamnion hubbsii E.Y.Dawson, 1962",2001-01-01,13
2002,"Macaronesia","AMA","Antithamnion hubbsii E.Y.Dawson, 1962",2002-01-01,14
2003,"Macaronesia","AMA","Antithamnion hubbsii E.Y.Dawson, 1962",2003-01-01,15
2004,"Macaronesia","AMA","Antithamnion hubbsii E.Y.Dawson, 1962",2004-01-01,16
2005,"Macaronesia","AMA","Antithamnion hubbsii E.Y.Dawson, 1962",2005-01-01,17
2006,"Macaronesia","AMA","Antithamnion hubbsii E.Y.Dawson, 1962",2006-01-01,18
